"lang"
{
    "Language"      "Russian"
        "DOTA_Tooltip_modifier_stegius_desolating_touch_debuff"                           "Desolating Touch"
        "DOTA_Tooltip_modifier_stegius_desolating_touch_debuff_Description"               "Броня снажена на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
        
        // ******************** ITEMS ********************
        "DOTA_Tooltip_Ability_item_heart_arena"                                           "Heart of Tarrasque"
        "DOTA_Tooltip_ability_item_heart_arena_Description"                               "Пассивная: Health Regeneration — восстанавливает определенный процент максимального здоровья в секунду. Если владелец получит урон от вражеского героя или Босса, способность отключается на %cooldown_melee% сек. для героев ближнего боя, или на %cooldown_ranged_tooltip% сек. для героев дальнего боя."
        "DOTA_Tooltip_ability_item_heart_arena_Lore"                                      "Сохранившееся сердце вымершего монстра, с которым его владелец становится мужественнее."
        "DOTA_Tooltip_ability_item_heart_arena_bonus_strength"                            "+$str"
        "DOTA_Tooltip_ability_item_heart_arena_bonus_health"                              "+$health"
        "DOTA_Tooltip_ability_item_heart_arena_health_regen_rate"                         "%ВОССТ. ЗДОРОВЬЯ В СЕКУНДУ:"

        "DOTA_Tooltip_Ability_item_blink_arena"                                           "Blink Dagger"
        "DOTA_Tooltip_ability_item_blink_arena_Description"                               "Активируемая: Blink — телепортирует к указанной точке на расстоянии до %blink_range% единиц. Если вы получите урон, то не сможете использовать Blink Dagger в течение %blink_damage_cooldown% сек."
        "DOTA_Tooltip_ability_item_blink_arena_Lore"                                      "Легендарный кинжал, использовавшийся самым быстрым убийцей, когда-либо ходившим по земле."
        "DOTA_Tooltip_ability_item_blink_arena_Note0"                                     "Применение на себя переместит вас в сторону фонтана вашей команды."
        "DOTA_Tooltip_ability_item_blink_arena_Note1"                                     "Если использовать Blink для скачка на дистанцию больше максимальной, его дальность сократится до 80% от максимальной."

        "DOTA_Tooltip_ability_item_boss_keeper_key"                                       "Boss Keeper Key"
        "DOTA_Tooltip_ability_item_boss_keeper_key_Description"                           "При использовании на статую Хранителя Боссов и использовании в течении %cast_duration% секунд порталы откроются. Выпадает при смерти. Пока находится у героя уменьшает <font color='#FF0000'>скорость атаки на %debuff_attack_speed%</font>, <font color='#FF0000'>скорость передвижения на %debuff_movement_speed%%</font> и <font color='#FF0000'>урон на %debuff_damage_percent%%</font>. Если применение будет прервано, то вы получите усиленный дебафф на время, которое оставалось до завершения использования: <font color='#FF0000'>скорость атаки на %big_debuff_attack_speed%</font>, <font color='#FF0000'>скорость передвижения на %big_debuff_movement_speed%%</font> и <font color='#FF0000'>урон на %big_debuff_damage_percent%%</font>."

        "DOTA_Tooltip_ability_item_casino_coin"                                           "Casino Coin"
        "DOTA_Tooltip_ability_item_casino_coin_Description"                               "Может быть использовано в слотмашине или для того чтобы оплачивать различный услуги."

        "DOTA_Tooltip_ability_item_shard_str_small"                                       "Small Strength Shard"
        "DOTA_Tooltip_ability_item_shard_str_small_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_str_small_bonus_str"                             "+$str"

        "DOTA_Tooltip_ability_item_shard_str_medium"                                      "Medium Strength Shard"
        "DOTA_Tooltip_ability_item_shard_str_medium_Description"                          "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_str_medium_bonus_str"                            "+$str"

        "DOTA_Tooltip_ability_item_shard_str_large"                                       "Large Strength Shard"
        "DOTA_Tooltip_ability_item_shard_str_large_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_str_large_bonus_str"                             "+$str"

        "DOTA_Tooltip_ability_item_shard_str_extreme"                                     "Extreme Strength Shard"
        "DOTA_Tooltip_ability_item_shard_str_extreme_Description"                         "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_str_extreme_bonus_str"                           "+$str"

        "DOTA_Tooltip_ability_item_shard_agi_small"                                       "Small Agility Shard"
        "DOTA_Tooltip_ability_item_shard_agi_small_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_agi_small_bonus_agi"                             "+$agi"

        "DOTA_Tooltip_ability_item_shard_agi_medium"                                      "Medium Agility Shard"
        "DOTA_Tooltip_ability_item_shard_agi_medium_Description"                          "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_agi_medium_bonus_agi"                            "+$agi"

        "DOTA_Tooltip_ability_item_shard_agi_large"                                       "Large Agility Shard"
        "DOTA_Tooltip_ability_item_shard_agi_large_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_agi_large_bonus_agi"                             "+$agi"

        "DOTA_Tooltip_ability_item_shard_agi_extreme"                                     "Extreme Agility Shard"
        "DOTA_Tooltip_ability_item_shard_agi_extreme_Description"                         "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_agi_extreme_bonus_agi"                           "+$agi"

        "DOTA_Tooltip_ability_item_shard_int_small"                                       "Small Intelligence Shard"
        "DOTA_Tooltip_ability_item_shard_int_small_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_int_small_bonus_int"                             "+$int"

        "DOTA_Tooltip_ability_item_shard_int_medium"                                      "Medium Intelligence Shard"
        "DOTA_Tooltip_ability_item_shard_int_medium_Description"                          "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_int_medium_bonus_int"                            "+$int"

        "DOTA_Tooltip_ability_item_shard_int_large"                                       "Large Intelligence Shard"
        "DOTA_Tooltip_ability_item_shard_int_large_Description"                           "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_int_large_bonus_int"                             "+$int"

        "DOTA_Tooltip_ability_item_shard_int_extreme"                                     "Extreme Intelligence Shard"
        "DOTA_Tooltip_ability_item_shard_int_extreme_Description"                         "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_int_extreme_bonus_int"                           "+$int"

        "DOTA_Tooltip_ability_item_shard_primal_small"                                    "Small Primal Shard"
        "DOTA_Tooltip_ability_item_shard_primal_small_Description"                        "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_primal_small_bonus_stats"                        "+$all"

        "DOTA_Tooltip_ability_item_shard_primal_medium"                                   "Medium Primal Shard"
        "DOTA_Tooltip_ability_item_shard_primal_medium_Description"                       "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_primal_medium_bonus_stats"                       "+$all"

        "DOTA_Tooltip_ability_item_shard_primal_large"                                    "Large Primal Shard"
        "DOTA_Tooltip_ability_item_shard_primal_large_Description"                        "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_primal_large_bonus_stats"                        "+$all"

        "DOTA_Tooltip_ability_item_shard_level"                                           "Level Up Shard"
        "DOTA_Tooltip_ability_item_shard_level_Description"                               "Активируемая: Поглотить - поглощает предмет и увеличивает уровень вашего героя."

        "DOTA_Tooltip_ability_item_shard_attackspeed"                                     "Attackspeed Shard"
        "DOTA_Tooltip_ability_item_shard_attackspeed_Description"                         "Активируемая: Поглотить - поглощает предмет и дает герою постоянный бонус."
        "DOTA_Tooltip_ability_item_shard_attackspeed_bonus_attackspeed"                   "+$attack"

        "DOTA_Tooltip_Ability_item_yasha_arena"             "Yasha"
        "DOTA_Tooltip_ability_item_yasha_arena_Description"                         "Пассивная: Fast Attack - каждая атака повышает скорость атаки и передвижения на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_yasha_arena_Lore"                                    "Yasha is regarded as the swiftest weapon ever created."
        "DOTA_Tooltip_ability_item_yasha_arena_bonus_agility"                           "+$agi"
        "DOTA_Tooltip_ability_item_yasha_arena_bonus_attack_speed"                  "+$attack"
        "DOTA_Tooltip_ability_item_yasha_arena_movement_speed_percent_bonus"            "%+$move_speed"
        "DOTA_Tooltip_ability_item_yasha_arena_bonus_attack_speed_buff"                 "СКОРОСТЬ АТАКИ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_yasha_arena_movement_speed_percent_bonus_buff"       "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_yasha_arena_maim_duration"                               "ДЛИТЕЛЬНОСТЬ FAST ATTACK:"

        "DOTA_Tooltip_Ability_item_sange_arena"             "Sange"
        "DOTA_Tooltip_ability_item_sange_arena_Description"                         "Пассивная: Lesser Maim - Каждая атака получает шанс нанести травму, уменьшающую скорость передвижения и атаки врага на %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков."
        "DOTA_Tooltip_ability_item_sange_arena_Lore"                                    "Sange is an unusually accurate weapon, seeking weak points automatically."
        "DOTA_Tooltip_ability_item_sange_arena_bonus_damage"                            "+$damage"
        "DOTA_Tooltip_ability_item_sange_arena_bonus_strength"                      "+$str"
        "DOTA_Tooltip_ability_item_sange_arena_maim_chance"                         "%ШАНС НАНЕСТИ ТРАВМУ:"
        "DOTA_Tooltip_ability_item_sange_arena_maim_movement_speed"                 "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_sange_arena_maim_attack_speed"                       "ЗАМЕДЛЕНИЕ АТАКИ:"
        "DOTA_Tooltip_ability_item_sange_arena_maim_duration"                               "ДЛИТЕЛЬНОСТЬ ТРАВМЫ:"

        "DOTA_Tooltip_ability_item_nightshadow"                                           "Nightshadow"
        "DOTA_Tooltip_ability_item_nightshadow_Description"                               "Пассивная: Магическое Искусство - Каждая атака имеет шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд."
        "DOTA_Tooltip_ability_item_nightshadow_Lore"                                    "Nightshadow an ancient weapon used by legendary archmages."
        "DOTA_Tooltip_ability_item_nightshadow_bonus_intellect"                           "+$int"
        "DOTA_Tooltip_ability_item_nightshadow_proc_chance"                               "%ШАНС УМЕНЬШЕНИЯ:"
        "DOTA_Tooltip_ability_item_nightshadow_cooldown_reduction"                        "УМЕНЬШЕНИЕ ПЕРЕЗАРЯДКИ"

        "DOTA_Tooltip_Ability_item_sange_and_yasha_arena"           "Sange & Yasha"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_Description"                   "Пассивная: Greater Maim - Каждая атака получает шанс нанести травму, уменьшающую скорость передвижения и атаки врага на %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков.\nПассивная: Fast Attack - каждая атака повышает скорость атаки и передвижения на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_bonus_damage"              "+$damage"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_bonus_strength"                "+$str"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_bonus_agility"             "+$agi"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_bonus_attack_speed"            "+$attack"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_movement_speed_percent_bonus"  "%+$move_speed"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_maim_chance"                   "%ШАНС НАНЕСТИ ТРАВМУ:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_maim_slow_movement"            "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_maim_slow_attack"          "ЗАМЕДЛЕНИЕ АТАКИ:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_maim_duration"             "ДЛИТЕЛЬНОСТЬ ТРАВМЫ:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_bonus_attack_speed_buff"                   "СКОРОСТЬ АТАКИ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_movement_speed_percent_bonus_buff"     "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_sange_and_yasha_arena_fast_attack_duration"                              "ДЛИТЕЛЬНОСТЬ FAST ATTACK:"

        "DOTA_Tooltip_Ability_item_nightshadow_and_sange"           "Nightshadow & Sange"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_Description"                   "Пассивная: Greater Maim - Каждая атака получает шанс нанести травму, уменьшающую скорость передвижения и атаки врага на %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков.\nПассивная: Магическое Искусство - Каждая атака имеет шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд."
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_bonus_intellect"                 "+$int"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_bonus_damage"                    "+$damage"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_bonus_strength"                  "+$str"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_proc_chance"                     "%ШАНС УМЕНЬШЕНИЯ:"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_cooldown_reduction"              "УМЕНЬШЕНИЕ ПЕРЕЗАРЯДКИ"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_maim_chance"                   "%ШАНС НАНЕСТИ ТРАВМУ:"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_maim_slow_movement"            "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_maim_slow_attack"          "ЗАМЕДЛЕНИЕ АТАКИ:"
        "DOTA_Tooltip_ability_item_nightshadow_and_sange_maim_duration"             "ДЛИТЕЛЬНОСТЬ ТРАВМЫ:"

        "DOTA_Tooltip_ability_item_nightshadow_and_yasha"                                 "Nightshadow & Yasha"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_Description"                     "Пассивная: Fast Attack - каждая атака повышает скорость атаки и передвижения на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\nПассивная: Магическое Искусство - Каждая атака имеет шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_bonus_intellect"                 "+$int"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_proc_chance"                     "%ШАНС УМЕНЬШЕНИЯ:"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_cooldown_reduction"              "УМЕНЬШЕНИЕ ПЕРЕЗАРЯДКИ"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_bonus_agility"                   "+$agi"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_movement_speed_percent_bonus"    "%+$move_speed"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_bonus_attack_speed"              "+$attack"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_bonus_attack_speed_buff"         "СКОРОСТЬ АТАКИ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_movement_speed_percent_bonus_buff"     "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_nightshadow_and_yasha_fast_attack_duration"            "ДЛИТЕЛЬНОСТЬ FAST ATTACK:"

        "DOTA_Tooltip_ability_item_three_spirits_blades"                                  "Three Spirits Blades"
        "DOTA_Tooltip_ability_item_three_spirits_blades_Description"                      "Пассивная: Greater Maim - Каждая атака получает шанс %maim_chance%% нанести травму, уменьшающую скорость передвижения и атаки врага на %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков.\nПассивная: Fast Attack - каждая атака повышает скорость атаки и передвижения на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\nПассивная: Магическое Искусство - Каждая атака имеет шанс уменьшеть перезарядку всех способностей на %cooldown_reduction% секунд.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_intellect"                  "+$int"
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_damage"                     "+$damage"
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_strength"                   "+$str"
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_agility"                    "+$agi"
        "DOTA_Tooltip_ability_item_three_spirits_blades_movement_speed_percent_bonus"     "%+$move_speed"
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_attack_speed"               "+$attack"
        "DOTA_Tooltip_ability_item_three_spirits_blades_proc_chance"                      "%ШАНС УМЕНЬШЕНИЯ:"
        "DOTA_Tooltip_ability_item_three_spirits_blades_maim_slow_movement"               "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_three_spirits_blades_maim_slow_attack"                 "ЗАМЕДЛЕНИЕ АТАКИ:"
        "DOTA_Tooltip_ability_item_three_spirits_blades_bonus_attack_speed_buff"          "СКОРОСТЬ АТАКИ FAST ATTACK:"
        "DOTA_Tooltip_ability_item_three_spirits_blades_movement_speed_percent_bonus_buff"      "%СКОРОСТЬ ПЕРЕДВИЖЕНИЯ FAST ATTACK:"

        "DOTA_Tooltip_ability_item_lucifers_claw"                                         "Lucifer's Claw"
        "DOTA_Tooltip_ability_item_lucifers_claw_Description"                             "Активируемая: Unwilling Ritual - Используется на крипов. Цель приносится в жертву для Думлинга. Думлинг перенемает способности принесенного в жертву существа и добавляет его здоровье, урон и запас маны к характеристикам Думлинга. Изначальные характеристики Думлинга: %doomling_health% здоровья, %doomling_mana% маны, %doomling_damage_min% - %doomling_damage_max% урона, %doomling_health_regen% регенерации здоровья, %doomling_mana_regen% регенерации маны. Герой получает обычное золото и опыт за убийство жертвы.\nПассивная: Quell — увеличивает урон от атак по юнитам, не являющимися героями, в зависимости от типа атаки владельца. Не увеличивает урон по Боссам."
        "DOTA_Tooltip_ability_item_lucifers_claw_Note0"                                   "У Думлинга есть вампиризм и Quell"
        "DOTA_Tooltip_ability_item_lucifers_claw_Note1"                                   "Думлинг - крип-герой с бесконечным временем жизни. На него может быть направлено большинство способностей."
        "DOTA_Tooltip_ability_item_lucifers_claw_Note2"                                   "Перезарядка при использовании на дереве: 4 секунды."
        "DOTA_Tooltip_ability_item_lucifers_claw_bonus_health_regen"                      "+$hp_regen"
        "DOTA_Tooltip_ability_item_lucifers_claw_bonus_armor"                             "+$armor"
        "DOTA_Tooltip_ability_item_lucifers_claw_bonus_all_stats"                         "+$all"
        "DOTA_Tooltip_ability_item_lucifers_claw_bonus_damage"                            "+$damage"
        "DOTA_Tooltip_ability_item_lucifers_claw_lifesteal_percent"                       "%ВАМПИРИЗМ:"
        "DOTA_Tooltip_ability_item_lucifers_claw_damage_bonus"                            "%ДОП. УРОН В БЛИЖНЕМ БОЮ:"
        "DOTA_Tooltip_ability_item_lucifers_claw_damage_bonus_ranged"                     "%ДОП. УРОН В ДАЛЬНЕМ БОЮ:"
        "DOTA_Tooltip_ability_item_lucifers_claw_quelling_range_tooltip"                  "РАДИУС ИСПОЛЬЗОВАНИЯ:"

        "DOTA_Tooltip_ability_item_pocket_riki"                                           "Pocket Riki"
        "DOTA_Tooltip_ability_item_pocket_riki_Description"                               "В вашем кармане находится Рики. Вы получаете эффект от способности Cloak and Dagger, но дополнительный урон бутет основан на вашей основной характеристике. Находясь в кармане Рики может использовать предметы и способность Smoke Screen.\nАктивируемая: Поглотить - вы поглощаете Рики, убивая его, но при этом Рики дарует вам его характеристики до того как он возродится.\nРики может быть продан за деньги, которые мог получить враг за убийство Рики. При продаже Рики умирает."
        "DOTA_Tooltip_ability_item_pocket_riki_Lore"                                      "Тяжело поверить, что такое милое существо может быть убийцей."
        "DOTA_Tooltip_ability_item_pocket_riki_Note0"                                     "Пока ваш герой невидим, он не будет атаковать автоматически."
        "DOTA_Tooltip_ability_item_pocket_riki_Note1"                                     "От дополнительного урона в спину невозможно уклониться."
        "DOTA_Tooltip_ability_item_pocket_riki_fade_time"                                 "ЗАДЕРЖКА ДО НЕВИДИМОСТИ:"
        "DOTA_Tooltip_ability_item_pocket_riki_stat_damage"                               "%МНОЖИТЕЛЬ ХАРАКТЕРИСТИКИ:"

        "DOTA_Tooltip_ability_item_pocket_riki_consumed"                                  "Поглощённый Pocket Riki"
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_Description"                      "Вы получаете эффект от способности Cloak and Dagger, но дополнительный урон бутет основан на вашей основной характеристике.\n\nЭтот предмет будет уничтожен когда Рики возродится."
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_Lore"                             "Тяжело поверить, что такое милое существо может быть убийцей."
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_Note0"                            "Пока ваш герой невидим, он не будет атаковать автоматически."
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_Note1"                            "От дополнительного урона в спину невозможно уклониться."
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_fade_time"                        "ЗАДЕРЖКА ДО НЕВИДИМОСТИ:"
        "DOTA_Tooltip_ability_item_pocket_riki_consumed_stat_damage"                      "%МНОЖИТЕЛЬ ХАРАКТЕРИСТИКИ:"

        "DOTA_Tooltip_Ability_item_homemade_cheese"                                       "Homemade Cheese"
        "DOTA_Tooltip_ability_item_homemade_cheese_Description"                           "Использование: исчезает и мгновенно восстанавливает здоровье и ману. При использовании на союзниках длительность перезарядки составляет %alternative_cooldown% секунд."
        "DOTA_Tooltip_ability_item_homemade_cheese_Note0"                                 "Можно передавать союзникам."
        "DOTA_Tooltip_ability_item_homemade_cheese_health_restore"                        "ПОПОЛНЯЕТ ЗДОРОВЬЯ:"
        "DOTA_Tooltip_ability_item_homemade_cheese_mana_restore"                          "ПОПОЛНЯЕТ МАНЫ:"

        "DOTA_Tooltip_ability_item_heart_cyclone"                                         "Tarrasque's Scepter of Divinity"
        "DOTA_Tooltip_ability_item_heart_cyclone_Description"                             "Активируемая: Shift - смещает вас, союзника или противника в другое измерение, защищающее от любых атак, а также дающее союзникам %active_health_regen_percent_per_second%% регенерации здоровья и наносящее врагам %active_damage_percent_per_second%% урона в секунду от их макс. здоровья.\nПассивная: Health Regeneration — восстанавливает определенный процент максимального здоровья в секунду. Если владелец получит урон от вражеского героя или Рошана, способность отключается на %cooldown_melee% сек. для героев ближнего боя, или на %cooldown_ranged_tooltip% сек. для героев дальнего боя."
        "DOTA_Tooltip_ability_item_heart_cyclone_Note0"                                   "Во время действия этой способности цель не получает урона."
        "DOTA_Tooltip_ability_item_heart_cyclone_Note1"                                   "Shift может снимать некоторые положительные и отрицательные эффекты."
        "DOTA_Tooltip_ability_item_heart_cyclone_bonus_strength"                          "+$str"
        "DOTA_Tooltip_ability_item_heart_cyclone_bonus_health"                            "+$health"
        "DOTA_Tooltip_ability_item_heart_cyclone_health_regen_percent_per_second"         "%ВОССТ. ЗДОРОВЬЯ В СЕКУНДУ:"
        "DOTA_Tooltip_ability_item_heart_cyclone_active_health_regen_percent_per_second"  "%ВОССТ. ЗДОРОВЬЯ В СЕКУНДУ В SHIFT:"
        "DOTA_Tooltip_ability_item_heart_cyclone_active_damage_percent_per_second"        "%УРОН В СЕКУНДУ В SHIFT:"
        "DOTA_Tooltip_ability_item_heart_cyclone_duration"                                "ДЛИТЕЛЬНОСТЬ SHIFT:"

        "DOTA_Tooltip_ability_item_metamorphosis_elixir"                                  "Metamorphosis Elixir"
        "DOTA_Tooltip_ability_item_metamorphosis_elixir_Description"                      "Превращает вашего героя в другого.\n\nНе может быть использовано пока активна дуэль.\n\nЭтот предмет выпадает с боссов и не может быть куплен в лавке."
        "DOTA_Tooltip_ability_item_metamorphosis_elixir_transformation_time"              "ДЛИТЕЛЬНОСТЬ ТРАНСФОРМАЦИИ:"

        "DOTA_Tooltip_ability_item_splitshot_str"                                         "Enchanted Trident"
        "DOTA_Tooltip_ability_item_splitshot_str_Description"                             "Пассивная: Разделение атаки - Наносит процент от урона всем врагам в радиусе %range% единиц вокруг цели атаки. Не работает на героях ближнего боя.\nПассивная: Lesser Maim - Каждая атака получает шанс нанести травму, уменьшающую скорость передвижения и атаки врага на %maim_duration% сек. Эффект может складываться до %maim_max_stacks% стаков."
        "DOTA_Tooltip_ability_item_splitshot_str_Note0"                                   "Иллюзии будут создавать эффекты атаки, но не будут наносить урон."
        "DOTA_Tooltip_ability_item_splitshot_str_damage_percent"                          "%УРОН СОСЕДНИМ ЦЕЛЯМ:"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_agility"                           "+$agi"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_strength"                          "+$str"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_intelligence"                      "+$int"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_attack_speed"                      "+$attack"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_damage"                            "+$damage"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_health_regen"                      "+$hp_regen"
        "DOTA_Tooltip_ability_item_splitshot_str_bonus_mana_regen_percentage"             "%+$mana_regen"
        "DOTA_Tooltip_ability_item_splitshot_str_maim_chance"                             "%ШАНС НАНЕСТИ ТРАВМУ:"
        "DOTA_Tooltip_ability_item_splitshot_str_maim_movement_speed"                     "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
        "DOTA_Tooltip_ability_item_splitshot_str_maim_slow_attack"                        "ЗАМЕДЛЕНИЕ АТАКИ:"
        "DOTA_Tooltip_ability_item_splitshot_str_maim_duration"                           "ДЛИТЕЛЬНОСТЬ ТРАВМЫ:"

        "DOTA_Tooltip_ability_item_splitshot_agi"                                         "Nagascale Bow"
        "DOTA_Tooltip_ability_item_splitshot_agi_Description"                             "Пассивная: Разделение атаки - Наносит процент от урона всем врагам в радиусе %range% единиц вокруг цели атаки. Не работает на героях ближнего боя.\nПассивная: Fast Attack - каждая атака повышает скорость атаки и передвижения на %fast_attack_duration% секунд. Эффект может складываться до %fast_attack_max_stacks% стаков.\n\nБонусы к скорости передвижения от нескольких предметов на основе Yasha не складываются."
        "DOTA_Tooltip_ability_item_splitshot_agi_Note0"                                   "Иллюзии будут создавать эффекты атаки, но не будут наносить урон."
        "DOTA_Tooltip_ability_item_splitshot_agi_damage_percent"                          "%УРОН СОСЕДНИМ ЦЕЛЯМ:"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_agility"                           "+$agi"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_strength"                          "+$str"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_intelligence"                      "+$int"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_attack_speed"                      "+$attack"
        "DOTA_Tooltip_ability_item_splitshot_agi_movement_speed_percent_bonus"            "%+$move_speed"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_damage"                            "+$damage"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_health_regen"                      "+$hp_regen"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_mana_regen_percentage"             "%+$mana_regen"
        "DOTA_Tooltip_ability_item_splitshot_agi_bonus_attack_speed_buff"                 "СКОРОСТЬ АТАКИ FAST ATTACK:"
